Type,Number,Entry,Exit,Infant vocalizations,Parent vocalizations,Vocalizations,Referent,sound,Others,Duration
E,37,221,224.24,infant vocalization,,嗯！嗯！,,,,3.28
E,38,221.84,224.2,,parent vocalization,小朋友坐在后面,,,,2.4
E,39,224.2,226.96,,parent vocalization,他们到哪里去啊？他们去读书,,,,2.8
E,40,226.96,231.56,,parent vocalization,驾驶员开着小朋友去读书了，哦他们去读书去了,,,,4.64
E,41,227.84,230.84,infant vocalization,,恩,,,,3.04
E,42,231.56,237.68,,parent vocalization,磊磊以后也要读书的对吧,,,,6.16
E,43,235.12,237.2,infant vocalization,,wooooo,,,,2.12
E,44,242.6,246,,parent vocalization,哦小鸟，你看,,,,3.44
E,45,246.16,249.4,,parent vocalization,哦小鸟,,,,3.28
E,46,246.92,249.4,infant vocalization,,哦哦，wooo,,,,2.52
E,47,249.4,267.48,infant vocalization,,哦哦哦，wooo，哦哦哦哦哦，woooo,,,,18.12
E,48,249.84,257.28,,parent vocalization,哇，看看，小鸟乘在大象的身子上,,,,7.48
E,49,261.12,270.08,,parent vocalization,推它走，推大象走，推它走来 哦哦哦,,,,9
E,50,263.08,270.08,infant vocalization,,woooooo，呃呃呃,,,,7.04
E,51,270.08,276.28,infant vocalization,,嘎嘎嘎嘎,,,,6.24
E,52,271.04,276.28,,parent vocalization,大象，看还有什么玩的东西 小熊,,,,5.28
E,53,276.28,285.04,,parent vocalization,这本书你看过吗？现在是便便时间,,,,8.8
E,54,285.04,311.48,,parent vocalization,这是什么？小碗，小碗，磊磊有小碗吗，有吗，嗯？哪里的声音啊？,,,,26.48
E,55,320.88,335.2,,parent vocalization,嗯，嗯，嗯,,,,14.36
E,56,322.56,322.56,,,,,,Condition shift,0.04
E,57,326.36,335.2,infant vocalization,,嗯，嗯，wooooo，噢噢噢噢,,,,8.88
E,58,335.2,339.6,infant vocalization,,wooooo,,,,4.44
E,59,343.44,349.32,infant vocalization,,嗯嗯嗯，嗯嗯嗯,,,,5.92
E,60,370.96,375.6,infant vocalization,,哇，哦！,,,,4.68
E,61,400.68,409.68,infant vocalization,,哦哒，woooo，哦哦哦哦哦哦,,,,9.04
E,62,432.16,488.8,infant vocalization,,哦哦哦，嗯,,,,56.68
E,63,488.56,495.52,infant vocalization,,诶诶诶,,,,7
E,64,507.96,510.96,Infant vocalization,,哦,,,,3.04
E,65,526.04,549.32,infant vocalization,,嗯嗯嗯,,,,23.32
E,66,601.8,601.8,,,,,,the end,0.04
T,32,0,0,ZBZJ56,0.04,"Video: ""L:\Studies\Mandarin walking\Videos\Videos\20151211-zbzj56\20151211-zbzj56-freeplay-c1\20151211-zbzj56-freeplay-c1.MTS""<BR>",,,,
E,1,0,0,,,,Grandma,,,0.04
E,2,11.84,19.44,,parent vocalization,倒下来好吗？全都倒下来,,,,7.64
E,3,82,88,,parent vocalization,宝宝玩啊,,,,6.04
E,4,100.96,109.96,,Parent vocalization,这个，这个，哦,,,,9.04
E,5,110.64,110.64,Infant vocalization,,haha,,,,0.04
E,6,111.96,111.96,,Parent vocalization,哎（表示赞同）,,,,0.04
E,7,114.96,118.92,,parent vocalization,哎哟，脏的，别放到嘴巴里,,,,4
E,8,122.92,124.16,,parent vocalization,哎哟,,,,1.28
E,9,133.96,136.96,,Parent vocalization,哎哟，哦，哇,,,,3.04
E,10,215.72,232.52,,parent vocalization,啊，玩啊,,,,16.84
E,11,233.44,239.44,infant vocalization,,咳咳咳，咳咳咳,,,,6.04
E,12,239.44,338.4,,parent vocalization,哎哟妈呀,,,,99
E,13,263.28,270.12,infant vocalization,,呃呃 啊啊,,,,6.88
E,14,275.48,281.76,,parent vocalization,宝宝把玩的放箩筐里 宝宝把玩的放箩筐里 放进去 放进去 诶 放进去 把它放进去,,,,6.32
E,15,281.76,283.4,,parent vocalization,宝宝把它放进去,,,,1.68
E,16,284.28,289.12,infant vocalization,,嗯 呃,,,,4.88
E,17,284.52,286.92,,parent vocalization,诶 放进去,,,,2.44
E,18,291.56,293.08,infant vocalization,,这,,,,1.56
E,19,302.92,304.68,infant vocalization,,buji,,,,1.8
E,20,349,349,,,,,,Condition shift,0.04
E,21,356.76,364.28,infant vocalization,,嗯 嗯嗯啊,,,,7.56
E,22,374.88,376.64,infant vocalization,,妈妈,,,,1.8
E,23,381.08,384.32,infant vocalization,,妈妈,,,,3.28
E,24,402.76,414.44,infant vocalization,,呀呀,,,,11.72
E,25,468.8,472.36,infant vocalization,,咿耶 啊诶诶,,,,3.6
E,26,557.44,560.88,infant vocalization,,嗯嗯嗯,,,,3.48
E,27,562.76,566.08,infant vocalization,,恩的的,,,,3.36
E,28,566.08,568.96,,parent vocalization,哦玩去玩,,,,2.92
E,29,572.76,575.12,infant vocalization,,嗯,,,,2.4
E,30,573.96,576.68,,parent vocalization,宝宝去玩,,,,2.76
E,31,584.96,587.56,infant vocalization,,da,,,,2.64
E,32,621.68,621.68,,,,,,the end,0.04
T,33,0,0,ZBZJ57,0.04,"Video: ""L:\Studies\Mandarin walking\Videos\Videos\20151218-zbzj57\20151218-zbzj57-freeplay-c1\20151218-zbzj57-freeplay-c1.MTS""<BR>",,,,
E,1,0,0,,,,Mom,,,0.04
E,2,15.12,23.48,,parent vocalization,球球还有吗？好，给妈妈，再给妈妈一个，好，还有吗？,,,,8.4
E,3,23.64,28.24,,parent vocalization,还有一个球球也给妈妈，诶,,,,4.64
E,4,28.24,35.24,,parent vocalization,好，不给妈妈，给你,,,,7.04
E,5,35.24,37.24,,parent vocalization,你两个妈妈一个好吗？,,,,2.04
E,6,36.56,38.12,infant vocalization,,恩,,,,1.6
E,7,37.24,42.72,,parent vocalization,轩轩喏，球球放到这里，球球放到这里,,,,5.52
E,8,42.96,47.8,,parent vocalization,把球球放进来，刚刚前面的球球放到罐子里去,,,,4.88
E,9,47.8,50,,parent vocalization,把球球放到碗里,,,,2.24
E,10,50,57.72,,parent vocalization,放在碗里,,,,7.76
E,11,57.72,63.24,,parent vocalization,诶还有一个放进来，咦？球球没了！,,,,5.56
E,12,63.24,68.28,,parent vocalization,轩轩，球球呢？球球呢？,,,,5.08
E,13,68.28,81.28,,parent vocalization,咦！球球在哪里？球球在哪里？喏？咦！诶,,,,13.04
E,14,81.28,87.84,,parent vocalization,球球在下面是吗？两个手拿，两个手把它拿出来,,,,6.6
E,15,87.84,91.56,,parent vocalization,球球被妈妈藏在下面了是吧,,,,3.76
E,16,92.08,94.84,,parent vocalization,来，敲下铃铛，铃铛敲一下,,,,2.8
E,17,94.84,106.24,,parent vocalization,诶，敲一下，敲一下就行了，好,,,,11.44
E,18,106.48,112.96,,parent vocalization,轩轩和妈妈开车车，把车子开过去哦,,,,6.52
E,19,112.96,119.76,,parent vocalization,哇哦哦~，好，把车车拿给妈妈,,,,6.84
E,20,120.44,134.28,,parent vocalization,给妈妈，车子给妈妈，那么你自己开，诶，开过来，咦,,,,13.88
E,21,134.84,140.44,,parent vocalization,哦拿鸟鸟啊，这个车子给妈妈，一样的，这个小车，那个大车,,,,5.64
E,22,140.44,150.84,,parent vocalization,来，哦，轩轩，来，到那边去，把那边的车子给妈妈,,,,10.44
E,23,150.12,161.92,,parent vocalization,车子给妈妈，两个手拿，两个手手拿，一个手太重了是吧,,,,11.84
E,24,161.92,164.84,,parent vocalization,哦你一个手就好拿,,,,2.96
E,25,164.84,176.04,,parent vocalization,噢~，和妈妈亲一下，mua！叮！,,,,11.24
E,26,176.28,182.04,,parent vocalization,妈妈教你看书，坐下来，我们看书,,,,5.8
E,27,182.04,185.28,,parent vocalization,坐下来，蹲下来，这是什么？,,,,3.28
E,28,185.48,189.12,,parent vocalization,这是马桶对吧？我们家也有个马桶对吧？,,,,3.68
E,29,189.12,194.2,,parent vocalization,宝宝的坐便器对吧？这上面是什么？小鸭子对吧,,,,5.12
E,30,194.28,200.6,,parent vocalization,这是小鸭子诺，对吧，这是小鸭子，这是小熊吗？,,,,6.36
E,31,200.6,208.2,,parent vocalization,哦这里没有小鸭子对吧，等下妈妈找个小鸭子给你玩,,,,7.64
E,32,200.72,203.76,infant vocalization,,诶诶诶,,,,3.08
E,33,208.2,213.76,,parent vocalization,这是小熊对吗？这是什么？这是萱萱的尿布对吧,,,,5.6
E,34,227.8,237.36,,parent vocalization,轩轩，妈妈在哪里？,,,,9.6
E,35,237.56,240.76,,parent vocalization,woooooooo,,,,3.24
E,36,240.92,246,,parent vocalization,来，把球球踢给妈妈，把球球踢给妈妈,,,,5.12
E,37,246.2,247.92,,parent vocalization,把球球踢给妈妈,,,,1.76
E,38,248.16,251.56,,parent vocalization,妈妈跟你踢球球，把球球踢给妈妈,,,,3.44
E,39,251.76,256.16,,parent vocalization,用脚踢，把大球踢给妈妈,,,,4.44
E,40,256.32,263.04,,parent vocalization,woo，轩轩，把球球踢给妈妈,,,,6.76
E,41,257.36,259,infant vocalization,,呃呃呃,,,,1.68
E,42,270.24,275.44,,parent vocalization,把球球踢给妈妈,,,,5.24
E,43,275.6,280,,parent vocalization,再踢，踢，再踢，踢给妈妈,,,,4.44
E,44,280,286.28,,parent vocalization,这个妈妈，妈妈拿,,,,6.32
E,45,280.32,285.8,infant vocalization,,嗯嗯嗯,,,,5.52
E,46,286.28,288.8,,parent vocalization,喏你放到碗里，把两个球球放到碗里,,,,2.56
E,47,289.12,290.6,,parent vocalization,恩，还有个球球放进来,,,,1.52
E,48,290.76,294.28,,parent vocalization,还有个球球放进来，恩，妈妈也放进来,,,,3.56
E,49,294.44,296.32,,parent vocalization,对吧，都给你，拿好,,,,1.92
E,50,296.48,300.52,,parent vocalization,拿到碗里呀,,,,4.08
E,51,300.8,303.92,,parent vocalization,轩轩喏，妈妈把球球放在车子上喏,,,,3.16
E,52,304.12,312.12,,parent vocalization,wooooooooo,,,,8.04
E,53,312.24,317.4,,parent vocalization,哦把小球球放上去，哦 聪明聪明,,,,5.2
E,54,317.52,327.08,,parent vocalization,喏，妈妈教你，这样放，把球球放进去，开车车来 我们运小球,,,,9.6
E,55,327.24,333.72,,parent vocalization,我们小汽车运球了对吧，把它推过去,,,,6.52
E,56,334.32,337,,parent vocalization,把它推过去，来,,,,2.72
E,57,337.2,346.68,,parent vocalization,妈妈把球球藏起来了，球球呢？,,,,9.52
E,58,346.84,359.72,,parent vocalization,诶，轩轩这是什么啊？,,,,12.92
E,59,359.92,378.92,,parent vocalization,牛，奶牛，你自己玩哦,,,,19.04
E,60,373.04,373.04,,,,,,Condition shift,0.04
E,61,379.44,397.16,,parent vocalization,轩轩到那里揿铃铛，铃铛,,,,17.76
E,62,424.92,424.92,Infant vocalization,,嗯,,,,0.04
E,63,430,434,,parent vocalization,过来，过来，不出去，外面有老虎,,,,4.04
E,64,436.6,443,,parent vocalization,哦，老虎，老虎，走，妈妈叫它走了,,,,6.44
E,65,443.32,452,,parent vocalization,到那里玩球球去，把三个球球放在碗里，把三个球球放在碗里,,,,8.72
E,66,519.88,525.4,,parent vocalization,轩轩把球球放在碗里，把三个球球放在碗里，这里还有球球,,,,5.56
E,67,533.4,536.44,infant vocalization,,嗯，deng,,,,3.08
E,68,555.2,560.24,infant vocalization,,嗯 嗯,,,,5.08
E,69,559.44,567.44,,parent vocalization,轩轩那面那个大象拿过来，大象大象，把大象放在家里,,,,8.04
E,70,570.96,577,,parent vocalization,我们揿铃铛呀宝宝,,,,6.08
E,71,615.72,618.76,,parent vocalization,把球球给妈妈了，还有个球球呢？那个铃铛拿给妈妈,,,,3.08
E,72,619.36,625.36,,Parent vocalization,那里有个铃铛拿给妈妈。那个铃铛，啪一下 拿给妈妈,,,,6.04
E,73,653,653,,,,,,the end,0.04
T,34,0,0,ZBZJ58,0.04,"Video: ""L:\Studies\Mandarin walking\Videos\Videos\20151225-zbzj58\20151225-zbzj58-freeplay-c1\20151225-zbzj58-freeplay-c1.MTS""<BR>",,,,
E,1,0,0,,,,Mom,,,0.04
E,2,12.52,14.76,,parent vocalization,什么声音啊,,,,2.28
E,3,37.16,39.96,,parent vocalization,刚刚一下什么声音啊,,,,2.84
E,4,39.96,41.88,infant vocalization,,嗯嗯,,,,1.96
E,5,51.24,55.04,,parent vocalization,把球球放到这里面来好吗,,,,3.84
E,6,55.72,57.28,,parent vocalization,捡过来,,,,1.6
E,7,59.28,60.12,,parent vocalization,球捡过来,,,,0.88
E,8,63.36,66.32,,parent vocalization,放到这里面,,,,3
E,9,67.24,70.24,infant vocalization,,嗯,,,,3.04
E,10,70.24,72.92,,parent vocalization,嗯？去把球球拿过来呀,,,,2.72
E,11,82.04,84.64,,parent vocalization,【听不清】,,,,2.64
E,12,125.88,129.12,,parent vocalization,小车车,,,,3.28
E,13,161.36,164.2,,parent vocalization,嗯 太棒了,,,,2.88
E,14,169.48,173.48,,parent vocalization,把这个放这里面,,,,4.04
E,15,174.48,177.16,,parent vocalization,放进去,,,,2.72
E,16,179.6,182.4,,parent vocalization,咦 捡过来 放进去,,,,2.84
E,17,188.36,191.72,,parent vocalization,放这里面去,,,,3.4
E,18,216.48,218.96,infant vocalization,,哦不,,,,2.52
E,19,218.96,224.12,,parent vocalization,小车车,,,,5.2
E,20,229.2,232.48,infant vocalization,,哦呜呜呜,,,,3.32
E,21,232.48,235.68,,parent vocalization,这是什么？小车车,,,,3.24
E,22,266.72,268.6,infant vocalization,,咿哦,,,,1.92
E,23,268.84,270.96,infant vocalization,,呀,,,,2.16
E,24,274.52,277.6,infant vocalization,,哦呜呜,,,,3.12
E,25,277.64,279.48,,parent vocalization,车车开的要,,,,1.88
E,26,286.04,288.88,,parent vocalization,我们看书书好吗,,,,2.88
E,27,310.8,310.8,,,,,,Condition shift,0.04
E,28,328.04,330.44,,parent vocalization,自己去玩好吗,,,,2.44
E,29,333.04,335.4,,parent vocalization,嗯？,,,,2.4
E,30,336.28,341.2,,parent vocalization,嗯？嗯？,,,,4.96
E,31,339.28,341.52,infant vocalization,,妈妈,,,,2.28
E,32,341.52,343.08,infant vocalization,,喔,,,,1.6
E,33,343.08,346.76,infant vocalization,,哇,,,,3.72
E,34,368.4,372.32,,parent vocalization,去拿小车车玩,,,,3.96
E,35,382.84,383.8,infant vocalization,,呜哇,,,,1
E,36,383.8,386.12,infant vocalization,,呜哦,,,,2.36
E,37,386.12,388.32,infant vocalization,,呜呜啊,,,,2.24
E,38,388.64,390.96,,parent vocalization,妈妈对吗,,,,2.36
E,39,417.96,420.16,,parent vocalization,去拿小车车,,,,2.24
E,40,420.04,422.84,,parent vocalization,呜呜呜,,,,2.84
E,41,420.16,421.88,infant vocalization,,呜嗯,,,,1.76
E,42,422.84,424.56,infant vocalization,,嗯,,,,1.76
E,43,430.44,432.64,infant vocalization,,嗯呜,,,,2.24
E,44,439.84,442.68,,parent vocalization,拿到哪里去啊,,,,2.88
E,45,453.56,454.2,infant vocalization,,哒,,,,0.68
E,46,455.6,457.24,infant vocalization,,呜啊,,,,1.68
E,47,457.24,460,infant vocalization,,呜吧,,,,2.8
E,48,481.28,483.8,infant vocalization,,妈妈,,,,2.56
E,49,483.8,484.96,infant vocalization,,bab,,,,1.2
E,50,501.48,507.12,,parent vocalization,小凳子,,,,5.68
E,51,504.44,505.6,infant vocalization,,克,,,,1.2
E,52,526.2,527.08,infant vocalization,,嗯,,,,0.92
E,53,527.08,529.36,,parent vocalization,要妈妈干嘛？,,,,2.32
E,54,527.92,531.6,infant vocalization,,嗯嗯嘎,,,,3.72
E,55,537.32,539.36,,parent vocalization,去玩小车车 去玩,,,,2.08
E,56,543.04,546.28,infant vocalization,,哦呜,,,,3.28
E,57,548.92,558.6,infant vocalization,,go woo woo woo,,,,9.72
E,58,558.6,565.84,,parent vocalization,嗯 小车车,,,,7.28
E,59,589.64,592.36,infant vocalization,,呃啊,,,,2.76
E,60,622.4,625.8,,parent vocalization,怎么了？,,,,3.44
T,35,0,0,ZBZJ59-baby stayed outside the pen and walked alone,0.04,"Video: ""L:\Studies\Mandarin walking\Videos\Videos\20160114-zbzj59\20160114-zbzj59-freeplay-c1\20160114-zbzj59-freeplay-c1.MTS""<BR>",,,,
E,1,0,0,,,,Mom,,,0.04
E,2,7.16,20.68,,parent vocalization,来玩 球球,,,,13.56
E,3,20.92,31.32,,parent vocalization,嗯 这是什么？碗，吃饭怎么吃的？,,,,10.44
E,4,30.28,32.28,infant vocalization,,嗯,,,,2.04
E,5,31.32,41.12,,parent vocalization,到哪里？你到什么地方去啊？过来过来过来，过来呀,,,,9.84
E,6,41.92,45.84,,parent vocalization,咦咦咦耶，过来，到妈妈这里来,,,,3.96
E,7,45.84,50.56,,parent vocalization,这有玩具 过来，妈妈不去哦，你自己去，拜拜,,,,4.76
E,8,50.56,59.32,,parent vocalization,妈妈在这里哦，过来,,,,8.8
E,9,55.32,63.08,infant vocalization,,嗯嗯嗯，嗯嗯嗯,,,,7.8
E,10,62.08,70.08,,parent vocalization,当心摔跤，过来，快点过来，快点呀,,,,8.04
E,11,70.08,74.88,,parent vocalization,快点过来,,,,4.84
E,12,74.88,78.44,,parent vocalization,快点过来，快点悠悠,,,,3.6
E,13,78.44,82.96,,parent vocalization,悠悠快点过来,,,,4.56
E,14,82.96,88.32,,parent vocalization,哎呀，要摔跤了 要摔跤了 要摔跤了悠悠,,,,5.4
E,15,88.32,103.52,,parent vocalization,过来，过来呀,,,,15.24
E,16,103.68,110.08,,parent vocalization,到妈妈这里来，当心当心别走，当心脚脚，乖,,,,6.44
E,17,110.24,115.6,,parent vocalization,过来 过来 过来，你绕着走干嘛？过来,,,,5.4
E,18,115.6,123.88,,parent vocalization,过来，过来,,,,8.32
E,19,124.04,130.8,,parent vocalization,有玩具 悠悠，咦，这个是什么呀悠悠？,,,,6.8
E,20,130.8,139.04,,parent vocalization,过来，到妈妈这里来，进来,,,,8.28
E,21,139.04,146.2,,parent vocalization,进来呀,,,,7.2
E,22,146.4,150.12,,parent vocalization,进来进来进来，快点进来，进来呀,,,,3.76
E,23,154.32,163.32,,parent vocalization,进来，躲在后面干嘛？哟妈妈没了悠悠，悠悠妈妈呢？,,,,9.04
E,24,163.32,178.12,,parent vocalization,悠悠啊，把玩具拾起来，咦 把玩具拾起来,,,,14.84
E,25,191.52,192.4,infant vocalization,,嗯,,,,0.92
E,26,192.4,194.6,,parent vocalization,自己站起来呀,,,,2.24
E,27,202.8,205.32,infant vocalization,,恩,,,,2.56
E,28,205.32,210.32,,parent vocalization,你能待在这里吗？过来过来，到外面去,,,,5.04
E,29,210.32,215.12,,parent vocalization,你把玩具拾起来，把它拾起来给妈妈，拾起来对的,,,,4.84
E,30,215.12,228.96,,parent vocalization,拾起来，两个手一起，给妈妈，给妈妈，好好好，再走过来,,,,13.88
E,31,219.12,228.96,infant vocalization,,诶诶诶诶诶，诶诶诶诶诶,,,,9.88
E,32,233.96,244.8,,parent vocalization,过来，咦，yuyuyu，那么厉害 你走进来呀,,,,10.88
E,33,250.8,268,,parent vocalization,过来，yoooooo妈妈呢？妈妈呢？咦？哎呀哈哈哈,,,,17.24
E,34,258.8,278,infant vocalization,,嘿嘿嘿，哼哼哼，哈哈哈哈，嗯嗯嗯嗯,,,,19.24
E,35,287.6,289.48,infant vocalization,,嗯,,,,1.92
E,36,295.8,295.8,,,,,,Condition shift,0.04
E,37,299.8,309.44,infant vocalization,,嗯嗯嗯，嗯嗯嗯,,,,9.68
E,38,350,358,infant vocalization,,啊啊啊啊,,,,8.04
E,39,352,358,,parent vocalization,进来，进来，你给我进来,,,,6.04
E,40,358,360.04,,parent vocalization,给我进来,,,,2.08
E,41,370.24,377.52,infant vocalization,,嗯嗯嗯嗯 嗯嗯嗯 嗯嗯,,,,7.32
E,42,385.92,388.32,infant vocalization,,嗯,,,,2.44
E,43,393.4,395.64,infant vocalization,,嗯,,,,2.28
E,44,403.68,405.44,infant vocalization,,嗯,,,,1.8
E,45,411.08,415.72,infant vocalization,,呀哈,,,,4.68
E,46,424.88,426.8,infant vocalization,,啊,,,,1.96
E,47,426.8,428.28,infant vocalization,,啊,,,,1.52
E,48,428.28,430.4,infant vocalization,,喔,,,,2.16
E,49,430.4,435.16,,parent vocalization,悠悠进来,,,,4.8
E,50,435.16,438.24,,parent vocalization,站起来自己 站起来,,,,3.12
E,51,442,444.64,,parent vocalization,悠悠自己站起来,,,,2.68
E,52,452.52,457.76,infant vocalization,,嘎呀,,,,5.28
E,53,458.96,461.64,infant vocalization,,诶,,,,2.72
E,54,475.92,478.6,infant vocalization,,嘻,,,,2.72
E,55,483.48,487.12,infant vocalization,,咿咿咿,,,,3.68
E,56,488.92,494.44,infant vocalization,,诶呀啊,,,,5.56
E,57,494.44,506.28,infant vocalization,,咿咿咿咿咿咿咿咿,,,,11.88
E,58,502.32,507.08,,parent vocalization,悠悠进来,,,,4.8
E,59,508.44,517.96,infant vocalization,,咿咿咿咿咿咿,,,,9.56
E,60,520.6,543.76,infant vocalization,,咿咿咿咿咿咿咿咿咿咿咿咿咿咿咿咿咿咿咿咿,,,,23.2
E,61,521.68,525.44,,parent vocalization,过来过来,,,,3.8
E,62,584.04,586.4,infant vocalization,,呃,,,,2.4
E,63,593.28,593.28,,,,,,the end,0.04
T,36,0,0,ZBZJ60,0.04,"Video: ""L:\Studies\Mandarin walking\Videos\Videos\20160629-zbzj60\20160629-zbzj60-freeplay-c1\20160629-zbzj60-freeplay-c1.MTS""<BR>",,,,
E,1,0,0,,,,Dad,,,0.04
E,2,7.16,14.44,,parent vocalization,叮！哦叮，哦当！叮当一声是吧,,,,7.32
E,3,14.48,19.84,,parent vocalization,哪里响啦？当！叮,,,,5.4
E,4,19.84,38.84,,parent vocalization,叮，去把篮球拿过来，把篮球拿过来,,,,19.04
E,5,25.8,33.2,infant vocalization,,哈哈，哈哈，哈哈,,,,7.44
E,6,38.84,42.24,,parent vocalization,篮球，篮球呢？拿过来,,,,3.44
E,7,42.24,44.48,,parent vocalization,把篮球拿过来放到篮子里，诶,,,,2.28
E,8,44.48,54.36,,parent vocalization,放到篮子里吧，好，加油，加油,,,,9.92
E,9,54.48,60.76,,parent vocalization,加油 加油，西普 加油！放到篮子里吧,,,,6.32
E,10,60.76,62.88,,parent vocalization,哎哟放到篮子里，哎哟没放进去啊,,,,2.16
E,11,62.76,64.52,,parent vocalization,再放一次，放到篮子里,,,,1.8
E,12,64.52,67.52,,parent vocalization,诶好的，诶那个球球呢？,,,,3.04
E,13,67.76,70.72,,parent vocalization,那个球球把它放进来,,,,3
E,14,70.2,76.44,,parent vocalization,诶好棒，成功了，嘿嘿嘿嘿,,,,6.28
E,15,76.92,80.28,,parent vocalization,你要踢球吗？,,,,3.4
E,16,80.28,84.28,,parent vocalization,踢一脚吧，来站起来，踢一脚，踢,,,,4.04
E,17,84.24,90.2,,parent vocalization,哎哟 吼吼，推走啦，把球球推走啦,,,,6
E,18,90.2,94.96,,parent vocalization,哦扔掉啦，扔球，来，扔到爸爸这里来,,,,4.8
E,19,94.96,97.68,,parent vocalization,扔给爸爸，扔给爸爸,,,,2.76
E,20,98.96,105.6,,parent vocalization,小篮子是吗？小篮子,,,,6.68
E,21,105.6,110.44,,parent vocalization,球扔给爸爸，哎哟，爸爸扔给你,,,,4.88
E,22,110.44,123.96,,parent vocalization,好，哎呀，哎哟嘿嘿嘿嘿,,,,13.56
E,23,124.2,130.28,,parent vocalization,扔过来，噢~。扔过来，爸爸扔给你了，诶,,,,6.12
E,24,130.28,133.08,,parent vocalization,耶，诶,,,,2.84
E,25,139.28,148.52,,parent vocalization,诶，小虫虫跑啦？,,,,9.28
E,26,155.76,158.64,,parent vocalization,哦给爸爸，爸爸给你拧一拧哦,,,,2.92
E,27,158.64,165.52,,parent vocalization,拧一拧拧一拧拧一拧,,,,6.92
E,28,161.12,168.12,infant vocalization,,嗯嗯嗯，呜呜呜呜，嗯,,,,7.04
E,29,165.52,171.56,,parent vocalization,小汽车，小汽车让它跑一跑啊？,,,,6.08
E,30,171.52,176.16,,parent vocalization,好，跑一跑，让小虫子推着它跑,,,,4.68
E,31,176.16,181.04,,parent vocalization,咦？小虫子跟它一起跑了是吧,,,,4.92
E,32,181.16,185.56,,parent vocalization,是不是啊？诶？嘿嘿,,,,4.44
E,33,185.56,191.6,,parent vocalization,哦对，就是这样推着走，推到前面去,,,,6.08
E,34,192.56,201.68,,parent vocalization,诶，推到前面去，推到前面去，推到前面去,,,,9.16
E,35,201.88,217.8,,parent vocalization,小虫子翻掉啦？小虫子翻掉啦？,,,,15.96
E,36,237.2,248.32,,parent vocalization,哇，小蘑菇是吧，小蘑菇,,,,11.16
E,37,248.32,256.84,,parent vocalization,采蘑菇的小姑娘，西普你来唱，采蘑菇的小姑娘,,,,8.56
E,38,251.56,254.88,infant vocalization,,采，啊,,,,3.36
E,39,255.44,259.52,infant vocalization,,呗呗呗呗,,,,4.12
E,40,256.84,260.2,,parent vocalization,诶！唱得好,,,,3.4
E,41,258.88,262.4,infant vocalization,,嗯嗯嗯嗯,,,,3.56
E,42,259.88,263.4,,parent vocalization,哦！摄像机啊,,,,3.56
E,43,263.4,267,,parent vocalization,摄像机，电风扇呢？,,,,3.64
E,44,267,267.36,infant vocalization,,（指着电风扇）嗯嗯,,,,0.4
E,45,267.36,270.12,,parent vocalization,哦电风扇是吧，灯呢？灯,,,,2.8
E,46,270.12,275,infant vocalization,,那！那！,,,,4.92
E,47,271,275,,parent vocalization,哦灯，好多灯，好多灯,,,,4.04
E,48,277.6,281.36,infant vocalization,,爸爸,,,,3.8
E,49,278.84,281.84,,parent vocalization,诶？,,,,3.04
E,50,281.84,283.72,infant vocalization,,呀！,,,,1.92
E,51,282.72,283.72,,parent vocalization,诶！,,,,1.04
E,52,283.72,287.32,,parent vocalization,扔给爸爸,,,,3.64
E,53,287.32,289.92,,parent vocalization,来，哎，扔过来,,,,2.64
E,54,289.92,291.88,,parent vocalization,哎哟踢过来啦,,,,2
E,55,291.88,297.28,infant vocalization,,嗯嗯嗯嗯,,,,5.44
E,56,295.28,297.28,,parent vocalization,哦谢谢,,,,2.04
E,57,297.28,298.64,,parent vocalization,谢谢！,,,,1.4
E,58,297.52,300.64,infant vocalization,,爸爸,,,,3.16
E,59,298.88,301.72,,parent vocalization,诶，哦哦哦,,,,2.88
E,60,299.36,303.4,infant vocalization,,爸爸,,,,4.08
E,61,302.92,305.92,,parent vocalization,看到镜子里面啦？,,,,3.04
E,62,305.92,307.52,infant vocalization,,啊？？,,,,1.64
E,63,306.28,312.4,,parent vocalization,镜镜里面有什么？镜镜里面有谁啊？镜镜里面有西普，是吧,,,,6.16
E,64,312.4,317.28,,parent vocalization,Hi! 哦，去跟镜镜里面的西普打招呼啦,,,,4.92
E,65,317.28,321.04,,parent vocalization,"Hi,你好啊稀土我是稀土！",,,,3.8
E,66,321.04,324.24,,parent vocalization,我是稀土，诶！我是稀土,,,,3.24
E,67,324.24,328.48,infant vocalization,,啊啊啊啊,,,,4.28
E,68,325.48,328.48,,parent vocalization,哇，哎呀，哎哟真漂亮嘞是吧,,,,3.04
E,69,328.48,330.56,,parent vocalization,好漂亮呀,,,,2.12
E,70,330.56,332.36,infant vocalization,,嗯嗯嗯,,,,1.84
E,71,331,334.16,,parent vocalization,嗯？哦，摄像机啊,,,,3.2
E,72,334.16,339.12,,parent vocalization,这里还有一台摄像机喏，两台摄像机,,,,5
E,73,339.12,341.24,,parent vocalization,看到了吗,,,,2.16
E,74,341.24,344.04,infant vocalization,,哎呀,,,,2.84
E,75,343.04,344.04,,parent vocalization,嗯？,,,,1.04
E,76,344.04,347.16,,parent vocalization,镜镜是吗？,,,,3.16
E,77,344.16,347.16,infant vocalization,,咦咦耶,,,,3.04
E,78,347.16,348.76,,parent vocalization,这是什么这是门,,,,1.64
E,79,348.76,349.04,infant vocalization,,门,,,,0.32
